271882,Bahraich,yes
271902,Bahraich,yes
272001,Basti,yes
272002,Basti,yes
272124,Basti,yes
272125,Basti,yes
272126,Basti,yes
272150,Basti,yes
272151,Basti,yes
272173,Khalilabad,yes
272175,Khalilabad,yes
272178,Khalilabad,yes
272182,Basti,yes
272190,Basti,yes
272302,Basti,yes
273152,Gorakhpur,yes
273202,Gorakhpur,yes
273306,Gorakhpur,yes
273401,Gorakhpur,yes
274001,Deoria,yes
274201,Deoria,yes
274405,Deoria,yes
276001,Azamgarh,yes
276205,Azamgarh,yes
276404,Azamgarh,yes
277001,Ballia,yes
277121,Ballia,yes
277123,Ballia,yes
277202,Ballia,yes
277203,Ballia,yes
277210,Ballia,yes
277211,Ballia,yes
277219,Ballia,yes
277301,Ballia,yes
277304,Ballia,yes
277401,Ballia,yes
277402,Ballia,yes
277502,Ballia,yes
277503,Ballia,yes
277506,Ballia,yes
281206,Hathras,yes
281301,Mathura,yes
281302,Mathura,yes
281307,Hathras,yes
281308,Mathura,yes
281401,Mathura,yes
281403,Mathura,yes
281404,Mathura,yes
281405,Mathura,yes
281406,Mathura,yes
281502,Mathura,yes
281504,Mathura,yes
283103,Firozabad,yes
283105,Agra,yes
283202,Agra,yes
283203,Firozabad,yes
283204,Firozabad,yes
284001,Jhansi,yes
284002,Jhansi,yes
284003,Jhansi,yes
284120,Jhansi,yes
284121,Jhansi,yes
284127,Jhansi,yes
284128,Jhansi,yes
284135,Jhansi,yes
284401,Jhansi,yes
284403,Lalitpur,yes
301705,Neemrana,yes
301706,Neemrana,yes
301709,Neemrana,yes
303007,Jaipur,yes
303012,Jaipur,yes
303303,Dausa,yes
303702,Govindgarh,yes
303905,Jaipur,yes
305021,Ajmer,yes
305402,Nasirabad,yes
305601,Nasirabad,yes
305624,Nasirabad,yes
305801,Kishangarh,yes
305802,Kishangarh,yes
311012,Bhilwara,yes
311013,Bhilwara,yes
312021,Chittaurgarh,yes
312601,Nimbahera,yes
312612,Nimbahera,yes
312613,Nimbahera,yes
312614,Nimbahera,yes
312617,Nimbahera,yes
312620,Nimbahera,yes
313011,Udaipur,yes
313324,Rajsamand,yes
321205,Kherli,yes
321602,Kherli,yes
321605,Kherli,yes
321606,Kherli,yes
322001,"Sawai Madhopur",yes
322201,Gangapur,yes
322202,Gangapur,yes
323001,Bundi,yes
325202,Antah,yes
325205,Baran,yes
325220,Chhabra,yes
326001,Jhalawar,yes
326023,Jhalawar,yes
326502,"Ramganj Mandi",yes
326519,"Ramganj Mandi",yes
326530,Jhalawar,yes
328001,Dholpur,yes
331001,Churu,yes
331021,Churu,yes
331022,Churu,yes
331024,Churu,yes
331029,Churu,yes
331031,Churu,yes
331304,Taranagar,yes
331402,Churu,yes
331403,Churu,yes
331502,Sujangarh,yes
331503,Sujangarh,yes
331506,Sujangarh,yes
331507,Sujangarh,yes
332024,Sikar,yes
332301,Churu,yes
332311,Churu,yes
332404,Govindgarh,yes
333030,Pilani,yes
333042,Nawalgarh,yes
333705,Nawalgarh,yes
334022,Bikaner,yes
334403,Bikaner,yes
335063,"Mandi Dabwali",yes
335501,Bhadra,yes
335502,Bhadra,yes
335523,Nohar,yes
335524,Rawatsar,yes
335804,Suratgarh,yes
341001,Nagaur,yes
341021,Nagaur,yes
341306,Sujangarh,yes
341502,Makrana,yes
341505,Makrana,yes
342301,Phalodi,yes
343001,Jalore,yes
344022,Balotra,yes
344024,Balotra,yes
344032,Balotra,yes
360030,Gondal,yes
360050,Jasdan,yes
360360,Jetpur,yes
360380,Jetpur,yes
360430,Upleta,yes
360545,Porbandar,yes
360550,Porbandar,yes
361141,Jamnagar,yes
361330,Dwarka,yes
361347,Dwarka,yes
362315,Dhoraji,yes
362510,UNA,yes
363435,Surendranagar,yes
364060,Bhavnagar,yes
364140,Palitana,yes
364270,Palitana,yes
364505,Palitana,yes
364510,Palitana,yes
364750,Botad,yes
365540,Rajula,yes
370020,Bhuj,yes
382240,Bavla,yes
382260,Bavla,yes
382305,Ahmedabad,yes
382308,Ahmedabad,yes
382320,Gandhinagar,yes
382426,Ahmedabad,yes
382433,Ahmedabad,yes
382450,Botad,yes
382735,Gandhinagar,yes
382835,Gandhinagar,yes
382840,Vadnagar,yes
382845,Gandhinagar,yes
382855,Gandhinagar,yes
382860,Vadnagar,yes
382865,Mehsana,yes
382870,Himmatnagar,yes
383276,Modasa,yes
383310,Modasa,yes
383345,Modasa,yes
383350,Modasa,yes
384272,Patan,yes
384285,Patan,yes
384290,Unjha,yes
385421,Palanpur,yes
385505,Palanpur,yes
385510,Deesa,yes
385515,Palanpur,yes
385530,Deesa,yes
387411,Nadiad,yes
388245,Umreth,yes
388250,Umreth,yes
388365,Anand,yes
388430,Khambhat,yes
388450,Anand,yes
388465,Anand,yes
388480,Anand,yes
388550,Khambhat,yes
388570,Khambhat,yes
388580,Khambhat,yes
388640,Khambhat,yes
391340,Karjan,yes
391440,Vadodara,yes
391445,Vadodara,yes
391510,Vadodara,yes
391775,Vadodara,yes
391780,Vadodara,yes
392161,Ankleshwar,yes
392162,Bharuch,yes
393135,Ankleshwar,yes
394155,Surat,yes
394235,Surat,yes
394326,Surat,yes
394335,Bardoli,yes
394340,Vyara,yes
394355,Bardoli,yes
394360,Vyara,yes
394405,Ankleshwar,yes
394670,Vyara,yes
394690,Vyara,yes
396020,Valsad,yes
396035,Valsad,yes
396115,Daman,yes
396150,Bhilad,yes
396165,Bhilad,yes
396170,Bhilad,yes
396171,Bhilad,yes
401103,Boisar,yes
401401,Palghar,yes
401402,Palghar,yes
401404,Palghar,yes
401405,Palghar,yes
401501,Boisar,yes
401502,Boisar,yes
401503,Boisar,yes
401504,Boisar,yes
401506,Boisar,yes
401601,Boisar,yes
401605,Vikramgad,yes
402102,Mahad,yes
402107,Pen,yes
402108,Pen,yes
402115,Mahad,yes
402201,Alibag,yes
402204,Alibag,yes
402207,Alibag,yes
402208,Alibag,yes
402209,Alibag,yes
402301,Mahad,yes
402307,Mahad,yes
402309,Mahad,yes
403530,Goa,yes
403702,Canacona,yes
403728,Canacona,yes
410101,Karjat,yes
410201,Karjat,yes
410202,Karjat,yes
410203,Khopoli,yes
410204,Khopoli,yes
410207,Karjat,yes
410216,"Navi mumbai",yes
410220,Karjat,yes
410221,"Navi mumbai",yes
410222,Karjat,yes
410301,Lonavala,yes
410302,Khopoli,yes
410401,Lonavala,yes
410402,Lonavala,yes
410403,Lonavala,yes
410405,Lonavala,yes
410406,Lonavala,yes
410501,Pune,yes
410503,Ambegaon,yes
410504,Ambegaon,yes
410506,"Talegaon Dabhade",yes
410507,"Talegaon Dabhade",yes
410515,Ambegaon,yes
412109,Pune,yes
412207,Pune,yes
412208,Shirur,yes
412209,Shirur,yes
412210,Shirur,yes
412211,Shirur,yes
412216,Pune,yes
412219,Daund,yes
412220,Shirur,yes
412401,Ambegaon,yes
413102,Baramati,yes
413104,Baramati,yes
413105,Daund,yes
413110,Baramati,yes
413115,Baramati,yes
413116,Baramati,yes
413130,Daund,yes
413133,Baramati,yes
413215,Solapur,yes
413216,Akkalkot,yes
413217,Akkalkot,yes
413220,Akkalkot,yes
413224,Solapur,yes
413228,Solapur,yes
413405,Osmanabad,yes
413501,Osmanabad,yes
413506,Osmanabad,yes
413512,Latur,yes
413517,Udgir,yes
413518,Udgir,yes
413520,Latur,yes
413527,Latur,yes
413531,Latur,yes
413580,Osmanabad,yes
413701,Shrigonda,yes
413702,Shrigonda,yes
413703,Shrigonda,yes
413704,Ahmednagar,yes
413707,Shirdi,yes
413708,Kopargaon,yes
413714,Sangamner,yes
413716,Ahmednagar,yes
413719,Shirdi,yes
413736,Shirdi,yes
413738,Sangamner,yes
413801,Daund,yes
413802,Daund,yes
414006,Ahmednagar,yes
414103,Ahmednagar,yes
414105,Nevasa,yes
414113,Ahmednagar,yes
414201,Ahmednagar,yes
414304,Ahmednagar,yes
414501,Shevgaon,yes
414502,Shevgaon,yes
414503,Shevgaon,yes
414601,Ahmednagar,yes
415011,Satara,yes
415015,Satara,yes
415020,Satara,yes
415103,Karad,yes
415104,Karad,yes
415105,Karad,yes
415106,Karad,yes
415108,Karad,yes
415109,Karad,yes
415111,Karad,yes
415114,Karad,yes
415115,Karad,yes
415122,Karad,yes
415124,Karad,yes
415205,Karad,yes
415213,Mahad,yes
415409,Walva,yes
415501,Satara,yes
415511,Satara,yes
110079,Delhi,yes
415539,Karad,yes
415602,Chiplun,yes
415603,Chiplun,yes
415604,Chiplun,yes
415605,Chiplun,yes
415612,Ratnagiri,yes
415616,Ratnagiri,yes
415617,Ratnagiri,yes
415619,Ratnagiri,yes
208018,Kanpur,yes
302014,Jaipur,yes
415621,Khed,yes
415628,Chiplun,yes
415629,Ratnagiri,yes
415639,Ratnagiri,yes
415640,Khed,yes
